brand,buy_price,sell_price,date
PNJ Hà Nội,136500,141200,2026-07-29 17:58:48
SJC,137500,141500,2026-07-29 22:21:40
DOJI HN,137500,141500,2026-07-29 22:21:40
DOJI SG,137500,141500,2026-07-29 22:21:40
BTMH,138100,142000,2026-07-29 22:21:40
BTMC VRTL,138100,142000,2026-07-29 22:21:40
BTMC SJC,137500,141500,2026-07-29 22:21:40
Phú Qúy SJC,137100,141100,2026-07-29 22:21:40
PNJ TP.HCM,136500,141200,2026-07-29 22:21:40
PNJ Hà Nội,136500,141200,2026-07-29 22:21:40
