brand,buy_price,sell_price,date
PNJ TP.HCM,145000,149000,2026-07-12 07:29:25
PNJ Hà Nội,145000,149000,2026-07-12 07:29:25
SJC,146900,149900,2026-07-12 10:36:41
DOJI HN,146900,149900,2026-07-12 10:36:41
DOJI SG,146900,149900,2026-07-12 10:36:41
BTMH,145000,149000,2026-07-12 10:36:41
BTMC SJC,145000,149900,2026-07-12 10:36:41
Phú Qúy SJC,146300,149900,2026-07-12 10:36:41
PNJ TP.HCM,145000,149000,2026-07-12 10:36:41
PNJ Hà Nội,145000,149000,2026-07-12 10:36:41
SJC,146900,149900,2026-07-12 14:26:42
DOJI HN,146900,149900,2026-07-12 14:26:42
DOJI SG,146900,149900,2026-07-12 14:26:42
BTMH,145000,149000,2026-07-12 14:26:42
BTMC SJC,145000,149900,2026-07-12 14:26:42
Phú Qúy SJC,146300,149900,2026-07-12 14:26:42
PNJ TP.HCM,145000,149000,2026-07-12 14:26:42
PNJ Hà Nội,145000,149000,2026-07-12 14:26:42
SJC,145400,148400,2026-07-13 08:18:25
DOJI HN,145400,148400,2026-07-13 08:18:25
DOJI SG,145400,148400,2026-07-13 08:18:25
BTMH,143000,146800,2026-07-13 08:18:25
BTMC SJC,143000,148400,2026-07-13 08:18:25
Phú Qúy SJC,145000,148400,2026-07-13 08:18:25
PNJ TP.HCM,143200,146900,2026-07-13 08:18:25
PNJ Hà Nội,143200,146900,2026-07-13 08:18:25
SJC,145400,148400,2026-07-13 12:08:47
DOJI HN,145400,148400,2026-07-13 12:08:47
DOJI SG,145400,148400,2026-07-13 12:08:47
BTMH,143000,146800,2026-07-13 12:08:47
BTMC SJC,143000,148400,2026-07-13 12:08:47
Phú Qúy SJC,145000,148400,2026-07-13 12:08:47
PNJ TP.HCM,143200,146900,2026-07-13 12:08:47
PNJ Hà Nội,143200,146900,2026-07-13 12:08:47
SJC,145400,148400,2026-07-13 15:43:03
DOJI HN,145400,148400,2026-07-13 15:43:03
DOJI SG,145400,148400,2026-07-13 15:43:03
BTMH,143000,146800,2026-07-13 15:43:03
BTMC SJC,143000,148400,2026-07-13 15:43:03
Phú Qúy SJC,145000,148400,2026-07-13 15:43:03
PNJ TP.HCM,143200,146900,2026-07-13 15:43:03
PNJ Hà Nội,143200,146900,2026-07-13 15:43:03
SJC,144100,147100,2026-07-14 04:05:02
DOJI HN,144100,147100,2026-07-14 04:05:02
DOJI SG,144100,147100,2026-07-14 04:05:02
BTMH,142200,146200,2026-07-14 04:05:02
BTMC SJC,142200,147100,2026-07-14 04:05:02
Phú Qúy SJC,143600,147100,2026-07-14 04:05:02
PNJ TP.HCM,143000,146500,2026-07-14 04:05:02
PNJ Hà Nội,143000,146500,2026-07-14 04:05:02
SJC,144500,147500,2026-07-14 07:11:21
DOJI HN,144500,147500,2026-07-14 07:11:21
DOJI SG,144500,147500,2026-07-14 07:11:21
BTMH,142500,146500,2026-07-14 07:11:21
BTMC SJC,142500,147500,2026-07-14 07:11:21
Phú Qúy SJC,144000,147500,2026-07-14 07:11:21
PNJ TP.HCM,143500,147000,2026-07-14 07:11:21
PNJ Hà Nội,143500,147000,2026-07-14 07:11:21
SJC,144500,147500,2026-07-14 10:50:18
DOJI HN,144500,147500,2026-07-14 10:50:18
DOJI SG,144500,147500,2026-07-14 10:50:18
BTMH,142500,146500,2026-07-14 10:50:18
BTMC SJC,142500,147500,2026-07-14 10:50:18
Phú Qúy SJC,144000,147500,2026-07-14 10:50:18
PNJ TP.HCM,143500,147000,2026-07-14 10:50:18
PNJ Hà Nội,143500,147000,2026-07-14 10:50:18
SJC,144500,147500,2026-07-14 14:55:36
DOJI HN,144500,147500,2026-07-14 14:55:36
DOJI SG,144500,147500,2026-07-14 14:55:36
BTMH,144500,148500,2026-07-14 14:55:36
BTMC SJC,142500,147500,2026-07-14 14:55:36
Phú Qúy SJC,144000,147500,2026-07-14 14:55:36
PNJ TP.HCM,143500,147000,2026-07-14 14:55:36
PNJ Hà Nội,143500,147000,2026-07-14 14:55:36
SJC,145500,148500,2026-07-15 04:07:06
DOJI HN,145500,148500,2026-07-15 04:07:06
DOJI SG,145500,148500,2026-07-15 04:07:06
BTMH,143500,147500,2026-07-15 04:07:06
BTMC SJC,143500,148500,2026-07-15 04:07:06
Phú Qúy SJC,145000,148500,2026-07-15 04:07:06
PNJ TP.HCM,143500,147500,2026-07-15 04:07:06
PNJ Hà Nội,143500,147500,2026-07-15 04:07:06
SJC,145500,148500,2026-07-15 07:16:45
DOJI HN,145500,148500,2026-07-15 07:16:45
DOJI SG,145500,148500,2026-07-15 07:16:45
BTMH,143500,147500,2026-07-15 07:16:45
BTMC SJC,143500,148500,2026-07-15 07:16:45
Phú Qúy SJC,145000,148500,2026-07-15 07:16:45
PNJ TP.HCM,143500,147500,2026-07-15 07:16:45
PNJ Hà Nội,143500,147500,2026-07-15 07:16:45
SJC,145500,148500,2026-07-15 10:53:39
DOJI HN,145500,148500,2026-07-15 10:53:39
DOJI SG,145500,148500,2026-07-15 10:53:39
BTMH,143500,147500,2026-07-15 10:53:39
BTMC SJC,143500,148500,2026-07-15 10:53:39
Phú Qúy SJC,145000,148500,2026-07-15 10:53:39
PNJ TP.HCM,143500,147500,2026-07-15 10:53:39
PNJ Hà Nội,143500,147500,2026-07-15 10:53:39
SJC,145500,148500,2026-07-15 14:54:48
DOJI HN,145500,148500,2026-07-15 14:54:48
DOJI SG,145500,148500,2026-07-15 14:54:48
BTMH,143500,147500,2026-07-15 14:54:48
BTMC SJC,143500,148500,2026-07-15 14:54:48
Phú Qúy SJC,145000,148500,2026-07-15 14:54:48
PNJ TP.HCM,143500,147500,2026-07-15 14:54:48
PNJ Hà Nội,143500,147500,2026-07-15 14:54:48
SJC,145200,148200,2026-07-16 04:10:50
DOJI HN,145500,148500,2026-07-16 04:10:50
DOJI SG,145500,148500,2026-07-16 04:10:50
BTMH,143500,147500,2026-07-16 04:10:50
BTMC SJC,144000,148200,2026-07-16 04:10:50
Phú Qúy SJC,144700,148200,2026-07-16 04:10:50
PNJ TP.HCM,143500,147000,2026-07-16 04:10:50
PNJ Hà Nội,143500,147000,2026-07-16 04:10:50
SJC,145200,148200,2026-07-16 07:24:04
DOJI HN,145500,148500,2026-07-16 07:24:04
DOJI SG,145500,148500,2026-07-16 07:24:04
BTMH,143500,147500,2026-07-16 07:24:04
BTMC SJC,144000,148200,2026-07-16 07:24:04
Phú Qúy SJC,144700,148200,2026-07-16 07:24:04
PNJ TP.HCM,143500,147000,2026-07-16 07:24:04
PNJ Hà Nội,143500,147000,2026-07-16 07:24:04
SJC,145200,148200,2026-07-16 11:02:55
DOJI HN,145500,148500,2026-07-16 11:02:55
DOJI SG,145500,148500,2026-07-16 11:02:55
BTMH,143500,147500,2026-07-16 11:02:55
BTMC SJC,144000,148200,2026-07-16 11:02:55
Phú Qúy SJC,144700,148200,2026-07-16 11:02:55
PNJ TP.HCM,143500,147000,2026-07-16 11:02:55
PNJ Hà Nội,143500,147000,2026-07-16 11:02:55
SJC,145200,148200,2026-07-16 15:04:55
DOJI HN,145500,148500,2026-07-16 15:04:55
DOJI SG,145500,148500,2026-07-16 15:04:55
BTMH,143500,147500,2026-07-16 15:04:55
BTMC SJC,144000,148200,2026-07-16 15:04:55
Phú Qúy SJC,144700,148200,2026-07-16 15:04:55
PNJ TP.HCM,143500,147000,2026-07-16 15:04:55
PNJ Hà Nội,143500,147000,2026-07-16 15:04:55
SJC,143600,146600,2026-07-17 04:09:42
DOJI HN,145500,148500,2026-07-17 04:09:42
DOJI SG,145500,148500,2026-07-17 04:09:42
BTMH,142300,146300,2026-07-17 04:09:42
BTMC SJC,142300,146600,2026-07-17 04:09:42
Phú Qúy SJC,143000,146600,2026-07-17 04:09:42
PNJ TP.HCM,141500,145500,2026-07-17 04:09:42
PNJ Hà Nội,141500,145500,2026-07-17 04:09:42
SJC,143600,146600,2026-07-17 07:19:42
DOJI HN,145500,148500,2026-07-17 07:19:42
DOJI SG,145500,148500,2026-07-17 07:19:42
BTMH,142300,146300,2026-07-17 07:19:42
BTMC SJC,142300,146600,2026-07-17 07:19:42
Phú Qúy SJC,143000,146600,2026-07-17 07:19:42
PNJ TP.HCM,141500,145500,2026-07-17 07:19:42
PNJ Hà Nội,141500,145500,2026-07-17 07:19:42
SJC,143600,146600,2026-07-17 10:49:48
DOJI HN,145500,148500,2026-07-17 10:49:48
DOJI SG,145500,148500,2026-07-17 10:49:48
BTMH,142300,146300,2026-07-17 10:49:48
BTMC VRTL,142300,146300,2026-07-17 10:49:48
BTMC SJC,142300,146600,2026-07-17 10:49:48
Phú Qúy SJC,143000,146600,2026-07-17 10:49:48
PNJ TP.HCM,141500,145500,2026-07-17 10:49:48
PNJ Hà Nội,141500,145500,2026-07-17 10:49:48
SJC,143600,146600,2026-07-17 14:45:33
DOJI HN,145500,148500,2026-07-17 14:45:33
DOJI SG,145500,148500,2026-07-17 14:45:33
BTMH,142300,146300,2026-07-17 14:45:33
BTMC VRTL,142300,146300,2026-07-17 14:45:33
BTMC SJC,142300,146600,2026-07-17 14:45:33
Phú Qúy SJC,143000,146600,2026-07-17 14:45:33
PNJ TP.HCM,141500,145500,2026-07-17 14:45:33
PNJ Hà Nội,141500,145500,2026-07-17 14:45:33
SJC,144500,147500,2026-07-18 03:56:29
DOJI HN,14450,14750,2026-07-18 03:56:29
DOJI SG,14450,14750,2026-07-18 03:56:29
BTMH,142600,146600,2026-07-18 03:56:29
BTMC VRTL,142600,146600,2026-07-18 03:56:29
BTMC SJC,142600,147500,2026-07-18 03:56:29
Phú Qúy SJC,144000,147500,2026-07-18 03:56:29
PNJ TP.HCM,142500,146500,2026-07-18 03:56:29
PNJ Hà Nội,142500,146500,2026-07-18 03:56:29
SJC,144500,147500,2026-07-18 07:00:51
DOJI HN,14450,14750,2026-07-18 07:00:51
DOJI SG,14450,14750,2026-07-18 07:00:51
BTMH,142600,146600,2026-07-18 07:00:51
BTMC VRTL,142600,146600,2026-07-18 07:00:51
BTMC SJC,142600,147500,2026-07-18 07:00:51
Phú Qúy SJC,144000,147500,2026-07-18 07:00:51
PNJ TP.HCM,142500,146500,2026-07-18 07:00:51
PNJ Hà Nội,142500,146500,2026-07-18 07:00:51
SJC,144500,147500,2026-07-18 10:20:37
DOJI HN,14450,14750,2026-07-18 10:20:37
DOJI SG,14450,14750,2026-07-18 10:20:37
BTMH,142600,146600,2026-07-18 10:20:37
BTMC VRTL,142600,146600,2026-07-18 10:20:37
BTMC SJC,142600,147500,2026-07-18 10:20:37
Phú Qúy SJC,144000,147500,2026-07-18 10:20:37
PNJ TP.HCM,142500,146500,2026-07-18 10:20:37
PNJ Hà Nội,142500,146500,2026-07-18 10:20:37
SJC,144500,147500,2026-07-18 14:21:00
DOJI HN,14450,14750,2026-07-18 14:21:00
DOJI SG,14450,14750,2026-07-18 14:21:00
BTMH,142600,146600,2026-07-18 14:21:00
BTMC VRTL,142600,146600,2026-07-18 14:21:00
BTMC SJC,142600,147500,2026-07-18 14:21:00
Phú Qúy SJC,144000,147500,2026-07-18 14:21:00
PNJ TP.HCM,142500,146500,2026-07-18 14:21:00
PNJ Hà Nội,142500,146500,2026-07-18 14:21:00
SJC,144500,147500,2026-07-19 04:22:56
DOJI HN,14450,14750,2026-07-19 04:22:56
DOJI SG,14450,14750,2026-07-19 04:22:56
BTMH,142600,146600,2026-07-19 04:22:56
BTMC VRTL,142600,146600,2026-07-19 04:22:56
BTMC SJC,142600,147500,2026-07-19 04:22:56
Phú Qúy SJC,144000,147500,2026-07-19 04:22:56
PNJ TP.HCM,142500,146500,2026-07-19 04:22:56
PNJ Hà Nội,142500,146500,2026-07-19 04:22:56
SJC,144500,147500,2026-07-19 07:28:22
DOJI HN,14450,14750,2026-07-19 07:28:22
DOJI SG,14450,14750,2026-07-19 07:28:22
BTMH,142600,146600,2026-07-19 07:28:22
BTMC VRTL,142600,146600,2026-07-19 07:28:22
BTMC SJC,142600,147500,2026-07-19 07:28:22
Phú Qúy SJC,144000,147500,2026-07-19 07:28:22
PNJ TP.HCM,142500,146500,2026-07-19 07:28:22
PNJ Hà Nội,142500,146500,2026-07-19 07:28:22
SJC,144500,147500,2026-07-19 10:36:53
DOJI HN,14450,14750,2026-07-19 10:36:53
DOJI SG,14450,14750,2026-07-19 10:36:53
BTMH,142600,146600,2026-07-19 10:36:53
BTMC VRTL,142600,146600,2026-07-19 10:36:53
BTMC SJC,142600,147500,2026-07-19 10:36:53
Phú Qúy SJC,144000,147500,2026-07-19 10:36:53
PNJ TP.HCM,142500,146500,2026-07-19 10:36:53
PNJ Hà Nội,142500,146500,2026-07-19 10:36:53
SJC,144500,147500,2026-07-19 14:24:08
DOJI HN,14450,14750,2026-07-19 14:24:08
DOJI SG,14450,14750,2026-07-19 14:24:08
BTMH,142600,146600,2026-07-19 14:24:08
BTMC VRTL,142600,146600,2026-07-19 14:24:08
BTMC SJC,142600,147500,2026-07-19 14:24:08
Phú Qúy SJC,144000,147500,2026-07-19 14:24:08
PNJ TP.HCM,142500,146500,2026-07-19 14:24:08
PNJ Hà Nội,142500,146500,2026-07-19 14:24:08
SJC,144200,147200,2026-07-20 04:37:33
DOJI HN,144200,147200,2026-07-20 04:37:33
DOJI SG,144200,147200,2026-07-20 04:37:33
BTMH,142400,146400,2026-07-20 04:37:33
BTMC VRTL,142400,146400,2026-07-20 04:37:33
BTMC SJC,142400,147200,2026-07-20 04:37:33
Phú Qúy SJC,143700,147200,2026-07-20 04:37:33
PNJ TP.HCM,142200,146200,2026-07-20 04:37:33
PNJ Hà Nội,142200,146200,2026-07-20 04:37:33
SJC,143000,146000,2026-07-20 11:48:07
DOJI HN,143000,146000,2026-07-20 11:48:07
DOJI SG,143000,146000,2026-07-20 11:48:07
BTMH,142400,146400,2026-07-20 11:48:07
BTMC VRTL,142400,146400,2026-07-20 11:48:07
BTMC SJC,142400,146900,2026-07-20 11:48:07
Phú Qúy SJC,142500,146000,2026-07-20 11:48:07
PNJ TP.HCM,141000,145000,2026-07-20 11:48:07
PNJ Hà Nội,141000,145000,2026-07-20 11:48:07
SJC,143000,146000,2026-07-20 15:12:56
DOJI HN,143000,146000,2026-07-20 15:12:56
DOJI SG,143000,146000,2026-07-20 15:12:56
BTMH,142400,146400,2026-07-20 15:12:56
BTMC VRTL,142400,146400,2026-07-20 15:12:56
BTMC SJC,142400,146900,2026-07-20 15:12:56
Phú Qúy SJC,142500,146000,2026-07-20 15:12:56
PNJ TP.HCM,141000,145000,2026-07-20 15:12:56
PNJ Hà Nội,141000,145000,2026-07-20 15:12:56
SJC,143000,146000,2026-07-21 04:16:33
DOJI HN,143000,146000,2026-07-21 04:16:33
DOJI SG,143000,146000,2026-07-21 04:16:33
BTMH,143000,146000,2026-07-21 04:16:33
BTMC VRTL,142600,146600,2026-07-21 04:16:33
BTMC SJC,142600,146000,2026-07-21 04:16:33
Phú Qúy SJC,142500,146000,2026-07-21 04:16:33
PNJ TP.HCM,141000,145000,2026-07-21 04:16:33
PNJ Hà Nội,141000,145000,2026-07-21 04:16:33
SJC,144600,147600,2026-07-21 07:33:55
DOJI HN,144600,147600,2026-07-21 07:33:55
DOJI SG,144600,147600,2026-07-21 07:33:55
BTMH,144600,147600,2026-07-21 07:33:55
BTMC VRTL,142700,146700,2026-07-21 07:33:55
BTMC SJC,142600,147600,2026-07-21 07:33:55
Phú Qúy SJC,142800,146600,2026-07-21 07:33:55
PNJ TP.HCM,140000,145000,2026-07-21 07:33:55
PNJ Hà Nội,140000,145000,2026-07-21 07:33:55
SJC,143400,146400,2026-07-21 15:05:42
DOJI HN,143400,146400,2026-07-21 15:05:42
DOJI SG,143400,146400,2026-07-21 15:05:42
BTMH,143400,146400,2026-07-21 15:05:42
BTMC VRTL,143000,146700,2026-07-21 15:05:42
BTMC SJC,142600,146400,2026-07-21 15:05:42
Phú Qúy SJC,142500,146400,2026-07-21 15:05:42
PNJ TP.HCM,140200,145200,2026-07-21 15:05:42
PNJ Hà Nội,140200,145200,2026-07-21 15:05:42
SJC,144000,147000,2026-07-22 04:19:20
DOJI HN,144000,147000,2026-07-22 04:19:20
DOJI SG,144000,147000,2026-07-22 04:19:20
BTMH,143500,147000,2026-07-22 04:19:20
BTMC VRTL,143700,147500,2026-07-22 04:19:20
BTMC SJC,143700,147000,2026-07-22 04:19:20
Phú Qúy SJC,143200,147000,2026-07-22 04:19:20
PNJ TP.HCM,140800,145800,2026-07-22 04:19:20
PNJ Hà Nội,140800,145800,2026-07-22 04:19:20
SJC,142000,146000,2026-07-22 07:36:16
DOJI HN,143500,146500,2026-07-22 07:36:16
DOJI SG,143500,146500,2026-07-22 07:36:16
BTMH,143000,146500,2026-07-22 07:36:16
BTMC VRTL,143700,147500,2026-07-22 07:36:16
BTMC SJC,143700,147000,2026-07-22 07:36:16
Phú Qúy SJC,142700,146500,2026-07-22 07:36:16
PNJ TP.HCM,140500,145500,2026-07-22 07:36:16
PNJ Hà Nội,140500,145500,2026-07-22 07:36:16
SJC,142000,146000,2026-07-22 15:07:12
DOJI HN,142000,146000,2026-07-22 15:07:12
DOJI SG,142000,146000,2026-07-22 15:07:12
BTMH,142500,146000,2026-07-22 15:07:12
BTMC VRTL,143400,147200,2026-07-22 15:07:12
BTMC SJC,142000,146000,2026-07-22 15:07:12
Phú Qúy SJC,141500,146000,2026-07-22 15:07:12
PNJ TP.HCM,140000,145000,2026-07-22 15:07:12
PNJ Hà Nội,140000,145000,2026-07-22 15:07:12
SJC,135000,140000,2026-07-23 04:16:42
DOJI HN,135000,140000,2026-07-23 04:16:42
DOJI SG,135000,140000,2026-07-23 04:16:42
BTMH,138500,142000,2026-07-23 04:16:42
BTMC VRTL,138700,143200,2026-07-23 04:16:42
BTMC SJC,135000,140000,2026-07-23 04:16:42
Phú Qúy SJC,135000,140000,2026-07-23 04:16:42
PNJ TP.HCM,135000,140000,2026-07-23 04:16:42
PNJ Hà Nội,135000,140000,2026-07-23 04:16:42
SJC,135000,140000,2026-07-23 11:12:59
DOJI HN,135000,140000,2026-07-23 11:12:59
DOJI SG,135000,140000,2026-07-23 11:12:59
BTMH,139600,143600,2026-07-23 11:12:59
BTMC VRTL,139800,143600,2026-07-23 11:12:59
BTMC SJC,135000,140000,2026-07-23 11:12:59
Phú Qúy SJC,135000,140000,2026-07-23 11:12:59
PNJ TP.HCM,135000,140000,2026-07-23 11:12:59
PNJ Hà Nội,135000,140000,2026-07-23 11:12:59
SJC,135000,140000,2026-07-23 15:10:48
DOJI HN,135000,140000,2026-07-23 15:10:48
DOJI SG,135000,140000,2026-07-23 15:10:48
BTMH,139600,143600,2026-07-23 15:10:48
BTMC VRTL,139800,143600,2026-07-23 15:10:48
BTMC SJC,135000,140000,2026-07-23 15:10:48
Phú Qúy SJC,135000,140000,2026-07-23 15:10:48
PNJ TP.HCM,135000,140000,2026-07-23 15:10:48
PNJ Hà Nội,135000,140000,2026-07-23 15:10:48
SJC,134500,139500,2026-07-24 04:17:49
DOJI HN,134000,139000,2026-07-24 04:17:49
DOJI SG,134000,139000,2026-07-24 04:17:49
BTMH,138500,142500,2026-07-24 04:17:49
BTMC VRTL,138700,142500,2026-07-24 04:17:49
BTMC SJC,134000,139000,2026-07-24 04:17:49
Phú Qúy SJC,134500,139500,2026-07-24 04:17:49
PNJ TP.HCM,134500,139500,2026-07-24 04:17:49
PNJ Hà Nội,134500,139500,2026-07-24 04:17:49
SJC,135000,140000,2026-07-24 07:34:07
DOJI HN,135000,140000,2026-07-24 07:34:07
DOJI SG,135000,140000,2026-07-24 07:34:07
BTMH,138500,142500,2026-07-24 07:34:07
BTMC VRTL,138700,142500,2026-07-24 07:34:07
BTMC SJC,135000,140000,2026-07-24 07:34:07
Phú Qúy SJC,135000,140000,2026-07-24 07:34:07
PNJ TP.HCM,135000,140000,2026-07-24 07:34:07
PNJ Hà Nội,135000,140000,2026-07-24 07:34:07
SJC,135500,140500,2026-07-24 11:04:35
DOJI HN,135500,140500,2026-07-24 11:04:35
DOJI SG,135500,140500,2026-07-24 11:04:35
BTMH,138800,142600,2026-07-24 11:04:35
BTMC VRTL,138850,142650,2026-07-24 11:04:35
BTMC SJC,135500,140500,2026-07-24 11:04:35
Phú Qúy SJC,135000,140000,2026-07-24 11:04:35
PNJ TP.HCM,135500,140500,2026-07-24 11:04:35
PNJ Hà Nội,135500,140500,2026-07-24 11:04:35
SJC,135500,140500,2026-07-24 14:58:31
DOJI HN,135500,140500,2026-07-24 14:58:31
DOJI SG,135500,140500,2026-07-24 14:58:31
BTMH,138800,142600,2026-07-24 14:58:31
BTMC VRTL,138850,142650,2026-07-24 14:58:31
BTMC SJC,135500,140500,2026-07-24 14:58:31
Phú Qúy SJC,135000,140000,2026-07-24 14:58:31
PNJ TP.HCM,135500,140500,2026-07-24 14:58:31
PNJ Hà Nội,135500,140500,2026-07-24 14:58:31
SJC,137500,141500,2026-07-25 07:20:36
DOJI HN,137500,141500,2026-07-25 07:20:36
DOJI SG,137500,141500,2026-07-25 07:20:36
BTMH,138900,142700,2026-07-25 07:20:36
BTMC VRTL,138900,142700,2026-07-25 07:20:36
BTMC SJC,137500,141500,2026-07-25 07:20:36
Phú Qúy SJC,137500,141500,2026-07-25 07:20:36
PNJ TP.HCM,136200,141200,2026-07-25 07:20:36
PNJ Hà Nội,136200,141200,2026-07-25 07:20:36
SJC,137500,141500,2026-07-25 10:36:18
DOJI HN,137500,141500,2026-07-25 10:36:18
DOJI SG,137500,141500,2026-07-25 10:36:18
BTMH,138900,142700,2026-07-25 10:36:18
BTMC VRTL,138900,142700,2026-07-25 10:36:18
BTMC SJC,137500,141500,2026-07-25 10:36:18
Phú Qúy SJC,137500,141500,2026-07-25 10:36:18
PNJ TP.HCM,136200,141200,2026-07-25 10:36:18
PNJ Hà Nội,136200,141200,2026-07-25 10:36:18
SJC,137500,141500,2026-07-25 14:38:27
DOJI HN,137500,141500,2026-07-25 14:38:27
DOJI SG,137500,141500,2026-07-25 14:38:27
BTMH,138900,142700,2026-07-25 14:38:27
BTMC VRTL,138900,142700,2026-07-25 14:38:27
BTMC SJC,137500,141500,2026-07-25 14:38:27
Phú Qúy SJC,137500,141500,2026-07-25 14:38:27
PNJ TP.HCM,136200,141200,2026-07-25 14:38:27
PNJ Hà Nội,136200,141200,2026-07-25 14:38:27
SJC,137500,141500,2026-07-26 04:28:00
DOJI HN,137500,141500,2026-07-26 04:28:00
DOJI SG,137500,141500,2026-07-26 04:28:00
BTMH,138900,142700,2026-07-26 04:28:00
BTMC VRTL,138900,142700,2026-07-26 04:28:00
BTMC SJC,137500,141500,2026-07-26 04:28:00
Phú Qúy SJC,137500,141500,2026-07-26 04:28:00
PNJ TP.HCM,136200,141200,2026-07-26 04:28:00
PNJ Hà Nội,136200,141200,2026-07-26 04:28:00
SJC,137500,141500,2026-07-26 07:36:33
DOJI HN,137500,141500,2026-07-26 07:36:33
DOJI SG,137500,141500,2026-07-26 07:36:33
BTMH,138900,142700,2026-07-26 07:36:33
BTMC VRTL,138900,142700,2026-07-26 07:36:33
BTMC SJC,137500,141500,2026-07-26 07:36:33
Phú Qúy SJC,137500,141500,2026-07-26 07:36:33
PNJ TP.HCM,136200,141200,2026-07-26 07:36:33
PNJ Hà Nội,136200,141200,2026-07-26 07:36:33
SJC,137500,141500,2026-07-26 10:45:47
DOJI HN,137500,141500,2026-07-26 10:45:47
DOJI SG,137500,141500,2026-07-26 10:45:47
BTMH,138900,142700,2026-07-26 10:45:47
BTMC VRTL,138900,142700,2026-07-26 10:45:47
BTMC SJC,137500,141500,2026-07-26 10:45:47
Phú Qúy SJC,137500,141500,2026-07-26 10:45:47
PNJ TP.HCM,136200,141200,2026-07-26 10:45:47
PNJ Hà Nội,136200,141200,2026-07-26 10:45:47
SJC,139000,143000,2026-07-27 12:26:47
DOJI HN,139000,143000,2026-07-27 12:26:47
DOJI SG,139000,143000,2026-07-27 12:26:47
BTMH,140100,144000,2026-07-27 12:26:47
BTMC VRTL,140100,144000,2026-07-27 12:26:47
BTMC SJC,139000,143000,2026-07-27 12:26:47
Phú Qúy SJC,139000,143000,2026-07-27 12:26:47
PNJ TP.HCM,137600,142600,2026-07-27 12:26:47
PNJ Hà Nội,137600,142600,2026-07-27 12:26:47
SJC,139000,143000,2026-07-27 15:43:53
DOJI HN,139000,143000,2026-07-27 15:43:53
DOJI SG,139000,143000,2026-07-27 15:43:53
BTMH,140100,144000,2026-07-27 15:43:53
BTMC VRTL,140100,144000,2026-07-27 15:43:53
BTMC SJC,139000,143000,2026-07-27 15:43:53
Phú Qúy SJC,139000,143000,2026-07-27 15:43:53
PNJ TP.HCM,137600,142600,2026-07-27 15:43:53
PNJ Hà Nội,137600,142600,2026-07-27 15:43:53
SJC,137500,141500,2026-07-28 04:13:05
DOJI HN,137500,141500,2026-07-28 04:13:05
DOJI SG,137500,141500,2026-07-28 04:13:05
BTMH,138100,142000,2026-07-28 04:13:05
BTMC VRTL,138100,142000,2026-07-28 04:13:05
BTMC SJC,137500,141500,2026-07-28 04:13:05
Phú Qúy SJC,137500,141500,2026-07-28 04:13:05
PNJ TP.HCM,136200,141200,2026-07-28 04:13:05
PNJ Hà Nội,136200,141200,2026-07-28 04:13:05
SJC,137500,141500,2026-07-28 07:41:04
DOJI HN,137500,141500,2026-07-28 07:41:04
DOJI SG,137500,141500,2026-07-28 07:41:04
BTMH,138100,142000,2026-07-28 07:41:04
BTMC VRTL,138100,142000,2026-07-28 07:41:04
BTMC SJC,137500,141500,2026-07-28 07:41:04
Phú Qúy SJC,137500,141500,2026-07-28 07:41:04
PNJ TP.HCM,136200,141200,2026-07-28 07:41:04
PNJ Hà Nội,136200,141200,2026-07-28 07:41:04
SJC,137500,141500,2026-07-28 11:20:43
DOJI HN,137500,141500,2026-07-28 11:20:43
DOJI SG,137500,141500,2026-07-28 11:20:43
BTMH,138100,142000,2026-07-28 11:20:43
BTMC VRTL,138100,142000,2026-07-28 11:20:43
BTMC SJC,137500,141500,2026-07-28 11:20:43
Phú Qúy SJC,137500,141500,2026-07-28 11:20:43
PNJ TP.HCM,136200,141200,2026-07-28 11:20:43
PNJ Hà Nội,136200,141200,2026-07-28 11:20:43
SJC,137500,141500,2026-07-28 15:22:57
DOJI HN,137500,141500,2026-07-28 15:22:57
DOJI SG,137500,141500,2026-07-28 15:22:57
BTMH,138100,142000,2026-07-28 15:22:57
BTMC VRTL,138100,142000,2026-07-28 15:22:57
BTMC SJC,137500,141500,2026-07-28 15:22:57
Phú Qúy SJC,137500,141500,2026-07-28 15:22:57
PNJ TP.HCM,136200,141200,2026-07-28 15:22:57
PNJ Hà Nội,136200,141200,2026-07-28 15:22:57
Phú Qúy SJC,137100,141100,2026-07-29 14:22:16
PNJ TP.HCM,136000,140900,2026-07-29 14:22:16
PNJ Hà Nội,136000,140900,2026-07-29 14:22:16
SJC,137500,141500,2026-07-29 14:49:01
DOJI HN,137100,141100,2026-07-29 14:49:01
DOJI SG,137100,141100,2026-07-29 14:49:01
BTMH,138100,142000,2026-07-29 14:49:01
BTMC VRTL,138100,142000,2026-07-29 14:49:01
BTMC SJC,137100,141100,2026-07-29 14:49:01
Phú Qúy SJC,137100,141100,2026-07-29 14:49:01
PNJ TP.HCM,136500,141200,2026-07-29 14:49:01
PNJ Hà Nội,136500,141200,2026-07-29 14:49:01
SJC,137500,141500,2026-07-29 17:58:48
DOJI HN,137500,141500,2026-07-29 17:58:48
DOJI SG,137500,141500,2026-07-29 17:58:48
BTMH,138100,142000,2026-07-29 17:58:48
BTMC VRTL,138100,142000,2026-07-29 17:58:48
BTMC SJC,137500,141500,2026-07-29 17:58:48
Phú Qúy SJC,137100,141100,2026-07-29 17:58:48
PNJ TP.HCM,136500,141200,2026-07-29 17:58:48
